"Collection Name","Title#1","State#1","County#1","USGS Quadrangle#1","Name#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Type of Resource#1","Date Issued#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Geographic Note#1","Mine Note#1","Commodity Note#1","Landmark Note#1","Note#1","Commodity Note#2","Landmark Note#2","Note#2","Subject Topic#1","Subject Authority#1","Scale#1","Coordinates#1","Meridian#1","Public Land Survey Location#1","Geo-Location Point#1","Longitude (DD)#1","Latitude (DD)#1","Longitude (DMS)#1","Latitude (DMS)#1","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item#2","Related Item Type#2","Related Item Identifier#2","Identifier ARK#1","Identifier#2","Identifier Type#2","Physical Location#1","Physical Location Type#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Mining Maps of Colorado","Map of Sec.6, T.1N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","57 x 70.5 cm","reformatted digital","Rowena","Ibach (placer), Consolidated (placer), Little Willie (mine shaft), Little Alice (mine shaft), Reindeer, Ninety-Four, War Eagle, Gray Eagle, Rocky Eagle, Little Giant, Seven Up, J.U. Marlow, Woodchuck, Old England, April Phool, Horse Shoe, Gowanda, Belle of Memphis, Sunny Belle, Zero, Oasis, Mountain Pink, John A. Logan, Virginia, President, Governor, Elma, American Star, Last Dollar, Palmyra, Lion, Elkhorn, Mermaid, Hong Kong","","","","","Left-hand Creek, Spruce Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 04' 51""","6th","Sec.6, T.1N.R.71W.","Center Section 6","-105.3854","40.0811","W 105° 23' 07""","N 40° 04' 51""","337","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-69","","","","https://ark.colorado.edu/ark:/47540/t3363n20t6xr","433052","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099773","4844","mesc_miningMaps_43305200.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099773~141478"
"Mining Maps of Colorado","Map of Sec.6, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","60.5 x 66 cm, on sheet 62.5 x 71.5 cm","reformatted digital","","Bunker Hill (placer), The Bennington (placer), Trail (mine shaft), Anchor (tunnel), Eureka, Columbine","","","","","Bald Mountain, Klondike Mountain, Park Creek, Haystack Mountain, Summit of Pomeroy Mountain","Bottom right corner says ""3/4 mi. S. of East to Caribou""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 36' 19""/N 39° 59' 35""","6th","Sec.6, T.1S.R.73W.","Center Section 6","-105.6053","39.9933","W 105° 36' 19""","N 39° 59' 35""","372","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-18, Box 1","","","","https://ark.colorado.edu/ark:/47540/82029c86g8jb","433178","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100135","4844","mesc_miningMaps_43317800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100135~141674"
"Mining Maps of Colorado","Map of Sec.7, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","59 x 66 cm, on sheet 61 x 72 cm","reformatted digital","Grand Island","The Roberts (placer), Iron King, Iron Wonder, Barablas, Sesame, Sinbad, Seven Thirty, Columbine, Rosetta H., Bicycle, Ruth (placer), Wallace (placer), Trail (mine shaft), The Eagle Bird (placer), Bob Luck (placer), Anderson (placer), Denver (mine shaft), Lady Evelin, La Paz, Grotto, May, Leonetta, Happy Valley No.2 (placer), Alvord (placer)","[Gold]","","","[Silver]","North Fork of Middle Boulder Creek, Klondike Mountain","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 36' 19""/N 39° 58' 44""","6th","Sec.7, T.1S.R.73W.","Center Section 7","-105.6053","39.9789","W 105° 36' 19""","N 39° 58' 44""","314","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-17","","","","https://ark.colorado.edu/ark:/47540/wm8t2k4384bx","433048","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099717","4844","mesc_miningMaps_43304800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099717~141474"
"Mining Maps of Colorado","Map of Sec.8, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","60.5 x 71 cm","reformatted digital","Caribou","The Roberts (placer), Sesame, Sinbad, Barablas, Virginia (mine shaft), Little Eddie, Grand View, Caribou Tunnel No.1 (mine shaft), Hidden Treasure, Fanny, Toledo, Golconda, Mt. Vernon, Emilie, Sub Treasury, Ponderosa, Iconoclast, Eastern Slope, Monticello, Great Western (mine shaft), The Brazilian (mine shaft), New York (mine shaft), Monitor (mine shaft), Mammoth, Potosi, Dutch Park, Lulu, Nonpareil, Ophir, Enterprise, Don, Apex, Rico, American, Worcester, Cleora, Lost, Candia, California, North Park","","","","","Horse Shoe Reservoir Filing, Caribou Creek, Caribou Park, Caribou Flat, Summit of Caribou Hill, Park Creek","Accompanied by 2 photocopies of the map","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 35' 11""/N 39° 58' 44""","6th","Sec.8, T.1S.R.73W.","Center Section 8","-105.5866","39.9789","W 105° 35' 11""","N 39° 58' 44""","222","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-12","","","","https://ark.colorado.edu/ark:/47540/2j519m3200z2","433199","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100398","4844","mesc_miningMaps_43319900.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100398~141507"
"Mining Maps of Colorado","Map of Sec.8, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","61 x 91.5 cm","reformatted digital","Caribou","The Roberts (placer), Sesame, Sinbad, Barablas, Virginia (mine shaft), Little Eddie, Grand View, Caribou Tunnel No.1 (mine shaft), Hidden Treasure, Fanny, Toledo, Golconda, Mt. Vernon, Emilie, Sub Treasury, Ponderosa, Iconoclast, Eastern Slope, Monticello, Great Western (mine shaft), The Brazilian (mine shaft), New York (mine shaft), Monitor (mine shaft), Mammoth, Potosi, Dutch Park, Lulu, Nonpareil, Ophir, Enterprise, Don, Apex, Rico, American, Worcester, Cleora, Lost, Candia, California, North Park","","","","","Horse Shoe Reservoir Filing, Caribou Creek, Caribou Park, Caribou Flat, Summit of Caribou Hill, Park Creek","Photocopy","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 35' 11""/N 39° 58' 44""","6th","Sec.8, T.1S.R.73W.","Center Section 8","-105.5866","39.9789","W 105° 35' 11""","N 39° 58' 44""","222","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-12","","","","https://ark.colorado.edu/ark:/47540/wq2z6s24043m","433200","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100412","4844","mesc_miningMaps_43320000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100412~141508"
"Mining Maps of Colorado","Map of Nettie Tunnel","CO","Boulder county","Ward","Byron, J. E. (1890-1973)","Byron, J. E.","1890-1973","Cartographer","personal","","cartographic","1934","English","eng","iso639-2b","image/jpeg","26 x 49 cm, on sheet 30.5 x 52 cm","reformatted digital","","","","Nettie Tunnel","Displays data for station, course, distance","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 50'","W 105° 30' 43""/N 40° 02' 07""","6th","Sec.24, T.1N.R.73W.","Center Section 24","-105.5122","40.0355","W 105° 30' 43""","N 40° 02' 07""","64","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-46, Box 1","","","","https://ark.colorado.edu/ark:/47540/9h9z4x07m4ht","433217","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100625","4844","mesc_miningMaps_43321700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100625~141525"
"Mining Maps of Colorado","Map of the Lincoln Group, Boulder County, Colorado","CO","Boulder county","","Belser, Carl","Belser, Carl","","Cartographer","personal","","cartographic","1934","English","eng","iso639-2b","image/jpeg","133 x 88 cm","reformatted digital","","","","","","","","","","","1"" = 60'","","","","","","","","","541","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 8-18","","","","https://ark.colorado.edu/ark:/47540/r28h7g93v1v8","433186","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100239","4844","mesc_miningMaps_43318600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100239~142349"
"Mining Maps of Colorado","Mining Claims near the Golden Age Lode","CO","Boulder county","Lyons","Bird, H. L.","Bird, H. L.","","Cartographer","personal","","cartographic","1934","English","eng","iso639-2b","image/jpeg","55 x 70 cm, on sheet 58 x 73.5 cm","reformatted digital","","September (mine shaft), Roosevelt, June (mine shaft), Sentinel (mine shaft), July (mine shaft), Triple-D, March, August, Eldridge, Eureka, B.F. Smith (crosscut tunnel), Upper G.A. (crosscut tunnel), Lower G.A. (crosscut tunnel)","","","","","Elkhorn Location Monument","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 200'","W 105° 21' 33""/N 40° 07' 33""","6th","Sec.20, T.2N.R.71W.","Center Section 20","-105.3592","40.1261","W 105° 21' 33""","N 40° 07' 33""","516","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 12-2","","","","https://ark.colorado.edu/ark:/47540/4769393317rg","433177","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100121","4844","mesc_miningMaps_43317700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100121~141673"
"Mining Maps of Colorado","Map of Sec.20, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1935","English","eng","iso639-2b","image/jpeg","63.5 x 71 cm","reformatted digital","Eldora","Happy Valley (placer), Happy Valley No.1 (placer), White Sulphur (mine shaft), Mogul (tunnel), Ben Hur (placer)","","","","","Spencer Mountain, Middle Boulder Creek, Lake Eldora (Peterson Lake), Eldorado Mountain","Shows plots of land belonging to Annie L. McKinnis, Eliz. A. Hardin","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 35' 11""/N 39° 57' 00""","6th","Sec.20, T.1S.R.73W.","Center Section 20","-105.5866","39.95","W 105° 35' 11""","N 39° 57' 00""","510","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-60","","","","https://ark.colorado.edu/ark:/47540/9g570c41s261","433075","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100093","4844","mesc_miningMaps_43307500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100093~141671"
"Mining Maps of Colorado","Map of Sec.21, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1935","English","eng","iso639-2b","image/jpeg","63 x 73 cm","reformatted digital","Eldora","Happy Valley (placer), White Sulphur (mine shaft), Mogul (tunnel), Bear (placer), Ben Hur (placer), Climax (mine shaft)","","","","","Lake Eldora (Peterson Lake), Middle Boulder Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 34' 04""/N 39° 57' 00""","6th","Sec.21, T.1S.R.73W.","Center Section 21","-105.5678","39.95","W 105° 34' 04""","N 39° 57' 00""","512.5","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-16","","","","https://ark.colorado.edu/ark:/47540/t5029804f388","433074","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100079","4844","mesc_miningMaps_43307400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100079~141670"
"Mining Maps of Colorado","Map of Sec.29, T.1N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1935","English","eng","iso639-2b","image/jpeg","65 x 68 cm","reformatted digital","","Gibson (mine shaft), Lincoln (mine shaft), Golden Cross (mine shaft), Marion (mine shaft), Yellow Pine (extension), Ruth, Logan, Clipper, Shields, Smith, Garland, Molly H., Combination, Cloud City, Yellowstone, Velma, Bonanza, Lulu E., Helen K., Dorothy, Cracker Jack, Tungsten, Tonopan, Minnie V., Boss, Dayton, Teddy, Tensie, Alto, White Swan, Alta May","","","","","Bummer Gulch, Millionaire Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 21' 59""/N 40° 01' 22""","6th","Sec.29, T.1N.R.71W.","Center Section 29","-105.3666","40.0229","W 105° 21' 59""","N 40° 01' 22""","320","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-41","","","","https://ark.colorado.edu/ark:/47540/v03f1k83m46m","433051","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099759","4844","mesc_miningMaps_43305100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099759~141477"
"Mining Maps of Colorado","Map of Sec.7, T.1N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1935","English","eng","iso639-2b","image/jpeg","63 x 70.5 cm","reformatted digital","Summerville","Corona (mine shaft), Pickel (placer), Gold Run (placer), Prince Albert (mine shaft), Belle (mine shaft), Sunbeam (mine shaft), Fifty-Nine (Horsfal), Chicago, Montana, Black Gold, Grover, Big Horn, First National Bank, Goldsmith Maid, Rowland, Mount Sterling, Octavia, Tryphena, Fallow No.1 (tunnel), Golden Key, Eldorado, Sunset, Climax, Oriole, Captain Johnson, Baltimore Star, Canandaigua, Phebe, Gowanda No.3, Rothschild, Ozark, Belle of Memphis, Major, Denver View, Pikes Peak, Vigorit, July Bird, May Belle, Lincoln, Chinook, April Phool, Two Sisters, Mohawk Belle, West End, Commercial","","","","","Summit of Big Horn Mountain, McKnight Gulch, Silver City Gulch, Gold Run Creek, Spruce Gulch","Top left corner says ""1/2 mi. North to Rowena"", Middle left side says ""1 mi. West to Gold Hill"", Bottom right corner says ""1/2 mi. South to Salina"", Middle right side says ""1 mi. East to Sunshine""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 03' 59""","6th","Sec.7, T.1N.R.71W.","Center Section 7","-105.3854","40.0665","W 105° 23' 07""","N 40° 03' 59""","535","Local Accession Number","","","","","","","https://ark.colorado.edu/ark:/47540/606n096788kv","433063","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099927","4844","mesc_miningMaps_43306300.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099927~141489"
"Mining Maps of Colorado","Cold Spring Mine","CO","Boulder county","Tungsten","Byron, J. E. (1890-1973)","Byron, J. E.","1890-1973","Cartographer","personal","","cartographic","1936","English","eng","iso639-2b","image/jpeg","65 x 184 cm","reformatted digital","","","","","Oversize","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 25'","W 105° 35' 41""/N 39° 58' 47""","6th","Sec.8, T.1S.R.72W.","Center Section 8","-105.595","39.98","W 105° 35' 41""","N 39° 58' 47""","603","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 8-13","","","","https://ark.colorado.edu/ark:/47540/k75s4k50r18m","433181","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100177","4844","mesc_miningMaps_43318100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100177~142345"
"Mining Maps of Colorado","Map Showing Survey of Fairfax Mine","CO","Boulder county","Gold Hill","Boyle, Clyde R.","Boyle, Clyde R.","","Cartographer","personal","naf","cartographic","1936","English","eng","iso639-2b","image/jpeg","","reformatted digital","","Fairfax, Minneapolis","","","","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 50'","W 105° 22' 42""/N 40° 03' 36""","6th","Sec.7, T.1N.R.71W.","Center Section 7","-105.3786","40.06","W 105° 22' 42""","N 40° 03' 36""","35","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 9-4","","","","https://ark.colorado.edu/ark:/47540/m62s3q08r8gx","433206","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100485","4844","mesc_miningMaps_43320600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100485~141514"
"Mining Maps of Colorado","Plat of Time Tunnel and Wynona Lode","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1936","English","eng","iso639-2b","image/jpeg","66.5 x 63.5 cm, on sheet 72 x 68.5 cm","reformatted digital","","Wynona, Time (tunnel), Comet, Comet No.2, Fitzsimmons, Grange, White Cloud, Trumbo","Gold","","","Silver","","Spelled 'Wynona' on map, 'Winona' on other historical documents","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 40'","W 105° 24' 16""/N 40° 03' 56""","6th","Sec.12, T.1N.R.72W.","Center Section 12","-105.4047","40.0658","W 105° 24' 16""","N 40° 03' 56""","330","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-19","","","","https://ark.colorado.edu/ark:/47540/1k9p954947dw","433043","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099647","4844","mesc_miningMaps_43304300.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099647~142342"
"Mining Maps of Colorado","Boulder County Mine","CO","Boulder county","Boulder","Donora Mining Co.","Donora Mining Co.","","Cartographer","corporate","","cartographic","1942","English","eng","iso639-2b","image/jpeg","51 x 130.5 cm, on sheet 54.5 x 134 cm","reformatted digital","","Boulder County","","","","","","Shows elevations of levels and cuts","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 50'","W 105° 24' 01""/N 40° 01' 39""","6th","Sec.30, T.1N.R.71W.","Center Section 30","-105.4003","40.0275","W 105° 24' 01""","N 40° 01' 39""","495","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 9-11","","","","https://ark.colorado.edu/ark:/47540/5z3q7x6353cf","433187","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100251","4844","mesc_miningMaps_43318700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100251~141495"
"Mining Maps of Colorado","Location Map of the Boulder County Tungsten District","CO","Boulder county","Nederland","United States Bureau of Mines","United States. Bureau of Mines","","Cartographer","corporate","naf","cartographic","1944","English","eng","iso639-2b","image/jpeg","56 x 85.5 cm","reformatted digital","Nederland, Boulder, Sunset, Magnolia, Sugarloaf, Tungsten","Illinois, Dorothy, Princess, McC (claim), Cross, Grayback, Sunday, Phillip (extension), Quay, Vasco No.2, Clark (tunnel), Lower Rambler, Pueblo Belle, Nancy Henderson, Forest Home, Windy (tunnel), Good Friday, Big Six, Spider Leg, Oregon, Rogers 5, Dillon, Hugo No.2, Brasco, Vasco No.7","","","","","Beaver Creek, Tungsten Mountain, Boulder-Gilpin County Line, Barker Reservoir, Middle Boulder Creek, North Boulder Creek, Gordon Gulch, Comforter Mountain, Four Mile Creek, Sugar Loaf Mountain, Logan Mountain (Arkansas Mountain), Boulder Creek, South Boulder Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 3 miles","W 105° 30' 41""/N 39° 57' 42""","","","","-105.5114","39.9617","W 105° 30' 41""","N 39° 57' 42""","139","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 8-10","","","","https://ark.colorado.edu/ark:/47540/d4256f87b6k3","433201","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100426","4844","mesc_miningMaps_43320100.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100426~141509"
"Mining Maps of Colorado","Map Showing Properties of Firth Sterling Steel and Carbide Corporation","CO","Boulder county","Tungsten","Byron, J. E. (1890-1973)","Byron, J. E.","1890-1973","Cartographer","personal","","cartographic","1949","English","eng","iso639-2b","image/jpeg","88 x 74.5 cm","reformatted digital","","Wheeler (placer), Dozer, Windy Point, Hidden Treasure, Birds Eye, Laura, Eliza, Hidden Fortune, Lily, Pinto, Ash Pan, Cypress, Slice, Luck Bill, Gale, Red Spruce, Red Pine, Occidental, Gulch, Clyde, Lone Jack, Blue Chip, Mc Kenna, Hummer, Hoosier, Phillip, St. Elmo, Mt. Queen, Craig, Last Chance, Hill Top, Topsy, Sawtooth, Black Jack, Magnolia, Last Chance, Only Chance, Long Shot, Black Metal, Magpie No.2, Maine, Minnesota, Illinois, Denver, Charley, Vacant Spot","","","","","Middle Boulder Creek","Shows roads to Nederland and Lakewood","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 800'","W 105° 29' 34""/N 39° 58' 44""","6th","Sec.7, T.1S.R.72W.","Center Section 7","-105.4928","39.9789","W 105° 29' 34""","N 39° 58' 44""","451","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 8-17","","","","https://ark.colorado.edu/ark:/47540/x725467642pd","433190","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100278","4844","mesc_miningMaps_43319000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100278~141498"
"Mining Maps of Colorado","Eureka and Luckie 2 Groups","CO","Boulder county","Gold Hill","","","","","","","cartographic","[1950]","English","eng","iso639-2b","image/jpeg","63.5 x 117 cm","reformatted digital","","Eureka (mine shaft), American (mine shaft), Luckie 2, Luckie 3, Luckie 5, Luckie 6, Amanda L., June Bug, Mabel W., Tip Top, Rex, Catastrophe, Minnie, Parks","","","","","North Boulder Creek, Middle Boulder Creek","Compiled from maps by F.C. Armstrong & Carl Belser, Shows Eureka Vein Profile and Luckie 2 Vein Profile","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 100'","W 105° 25' 50""/N 40° 00' 18""","6th","Sec.36, T.1N.R.72W.","Center Section 36","-105.4306","40.005","W 105° 25' 50""","N 40° 00' 18""","142","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 8-16","","","","https://ark.colorado.edu/ark:/47540/707s4123n5zr","433188","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100265","4844","mesc_miningMaps_43318800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100265~141496"
"Mining Maps of Colorado","Eureka, Lookout and Luckie 2 Groups","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","85 x 152 cm","reformatted digital","","Eureka (mine shaft), Black Diamond (mine shaft), Luckie 3 (mine shaft), Fair Count (mine shaft), American (mine shaft)","","","","","Middle Boulder Creek, North Boulder Creek, State Highway No. 119","Compiled from maps by F.C. Armstrong & Carl Belser","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 100'","W 105° 25' 50""/N 40° 00' 18""","6th","Sec.36, T.1N.R.72W.","Center Section 36","-105.4306","40.005","W 105° 25' 50""","N 40° 00' 18""","452","Local Accession Number","Harrison Cobb Map Collection","original","Cobb 8-15","","","","https://ark.colorado.edu/ark:/47540/c2723f59j2gf","433183","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100202","4844","mesc_miningMaps_43318302.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100202~142347"
"Mining Maps of Colorado","Geology of Richmond & Fairfax Mines","CO","Boulder county","Gold Hill","","","","","","","cartographic","","English","eng","iso639-2b","image/jpeg","42 x 80.5 cm","reformatted digital","","","","Kennelworth Vein, Marblehead Vein","","","","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 50'","W 105° 22' 42""/N 40° 03' 36""","6th","Sec.7, T.1N.R.71W.","Fairfax Mine","-105.3786","40.06","W 105° 22' 42""","N 40° 03' 36""","135A","Local Accession Number","","","","","","","https://ark.colorado.edu/ark:/47540/47656s25n82p","433202","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100440","4844","mesc_miningMaps_43320200.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100440~141510"
